ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,banner_position,coord_norm
1121092,1178,144531,30-34,M,10,top,"(58,13)"
1121092,1178,144531,30-34,M,10,top,"(33,13)"
1121092,1178,144531,30-34,M,10,top,"(45,11)"
1121092,1178,144531,30-34,M,10,top,"(53,13)"
1121092,1178,144531,30-34,M,10,top,"(49,11)"
1121092,1178,144531,30-34,M,10,top,"(36,11)"
1121092,1178,144531,30-34,M,10,top,"(49,13)"
1121092,1178,144531,30-34,M,10,top,"(48,15)"
1121092,1178,144531,30-34,M,10,top,"(35,12)"
1121092,1178,144531,30-34,M,10,top,"(62,10)"
1121095,1178,144531,30-34,M,10,top,"(34,13)"
1121095,1178,144531,30-34,M,10,top,"(48,8)"
1121095,1178,144531,30-34,M,10,top,"(38,14)"
1121095,1178,144531,30-34,M,10,top,"(43,14)"
1121095,1178,144531,30-34,M,10,top,"(35,18)"
1121095,1178,144531,30-34,M,10,top,"(45,10)"
1121095,1178,144531,30-34,M,10,top,"(52,13)"
1121095,1178,144531,30-34,M,10,top,"(35,10)"
1121095,1178,144531,30-34,M,10,top,"(49,11)"
1121095,1178,144531,30-34,M,10,top,"(41,10)"
1121095,1178,144531,30-34,M,10,top,"(45,13)"
1121095,1178,144531,30-34,M,10,top,"(34,10)"
1121095,1178,144531,30-34,M,10,top,"(42,13)"
1121095,1178,144531,30-34,M,10,top,"(76,11)"
1121095,1178,144531,30-34,M,10,top,"(53,13)"
1121095,1178,144531,30-34,M,10,top,"(47,11)"
1121095,1178,144531,30-34,M,10,top,"(45,10)"
1121095,1178,144531,30-34,M,10,top,"(49,13)"
1121095,1178,144531,30-34,M,10,top,"(41,10)"
1121095,1178,144531,30-34,M,10,top,"(34,13)"
1121095,1178,144531,30-34,M,10,top,"(44,13)"
1121095,1178,144531,30-34,M,10,top,"(36,16)"
1121095,1178,144531,30-34,M,10,top,"(60,11)"
1121095,1178,144531,30-34,M,10,top,"(41,10)"
1121095,1178,144531,30-34,M,10,top,"(56,12)"
1121095,1178,144531,30-34,M,10,top,"(49,15)"
1121095,1178,144531,30-34,M,10,top,"(55,10)"
1121095,1178,144531,30-34,M,10,top,"(69,10)"
1121095,1178,144531,30-34,M,10,top,"(48,11)"
1121095,1178,144531,30-34,M,10,top,"(39,9)"
1121095,1178,144531,30-34,M,10,top,"(70,14)"
1121095,1178,144531,30-34,M,10,top,"(50,11)"
1121095,1178,144531,30-34,M,10,top,"(42,13)"
1121095,1178,144531,30-34,M,10,top,"(51,13)"
1121095,1178,144531,30-34,M,10,top,"(56,13)"
1121095,1178,144531,30-34,M,10,top,"(53,17)"
1121095,1178,144531,30-34,M,10,top,"(33,14)"
1121095,1178,144531,30-34,M,10,top,"(38,11)"
1121095,1178,144531,30-34,M,10,top,"(40,10)"
1121095,1178,144531,30-34,M,10,top,"(51,10)"
1121095,1178,144531,30-34,M,10,top,"(55,10)"
1121095,1178,144531,30-34,M,10,top,"(35,10)"
1121095,1178,144531,30-34,M,10,top,"(28,11)"
1121095,1178,144531,30-34,M,10,top,"(52,14)"
1121095,1178,144531,30-34,M,10,top,"(51,11)"
1121095,1178,144531,30-34,M,10,top,"(40,12)"
1121095,1178,144531,30-34,M,10,top,"(45,10)"
1121095,1178,144531,30-34,M,10,top,"(50,10)"
1121095,1178,144531,30-34,M,10,top,"(48,12)"
1121095,1178,144531,30-34,M,10,top,"(56,12)"
1121096,1178,144531,30-34,M,10,top,"(60,10)"
1121096,1178,144531,30-34,M,10,top,"(50,12)"
1121096,1178,144531,30-34,M,10,top,"(54,11)"
1121096,1178,144531,30-34,M,10,top,"(33,13)"
1121096,1178,144531,30-34,M,10,top,"(33,11)"
1121096,1178,144531,30-34,M,10,top,"(54,14)"
1121096,1178,144531,30-34,M,10,top,"(51,11)"
1121096,1178,144531,30-34,M,10,top,"(40,14)"
1121096,1178,144531,30-34,M,10,top,"(47,10)"
1121096,1178,144531,30-34,M,10,top,"(65,13)"
1121096,1178,144531,30-34,M,10,top,"(35,11)"
1121096,1178,144531,30-34,M,10,top,"(52,13)"
1121096,1178,144531,30-34,M,10,top,"(41,12)"
1121096,1178,144531,30-34,M,10,top,"(40,11)"
1121096,1178,144531,30-34,M,10,top,"(33,9)"
1121096,1178,144531,30-34,M,10,top,"(55,10)"
1121096,1178,144531,30-34,M,10,top,"(46,11)"
1121096,1178,144531,30-34,M,10,top,"(39,11)"
1121096,1178,144531,30-34,M,10,top,"(43,12)"
1121096,1178,144531,30-34,M,10,top,"(43,10)"
1121096,1178,144531,30-34,M,10,top,"(39,11)"
1121096,1178,144531,30-34,M,10,top,"(63,11)"
1121096,1178,144531,30-34,M,10,top,"(52,10)"
1121096,1178,144531,30-34,M,10,top,"(58,10)"
1121096,1178,144531,30-34,M,10,top,"(70,12)"
1121096,1178,144531,30-34,M,10,top,"(29,15)"
1121096,1178,144531,30-34,M,10,top,"(44,13)"
1121096,1178,144531,30-34,M,10,top,"(48,14)"
1121096,1178,144531,30-34,M,10,top,"(46,11)"
1121096,1178,144531,30-34,M,10,top,"(52,15)"
1121096,1178,144531,30-34,M,10,top,"(19,13)"
1121096,1178,144531,30-34,M,10,top,"(47,12)"
1121096,1178,144531,30-34,M,10,top,"(41,13)"
1121096,1178,144531,30-34,M,10,top,"(52,10)"
1121096,1178,144531,30-34,M,10,top,"(47,12)"
1121096,1178,144531,30-34,M,10,top,"(57,10)"
1121096,1178,144531,30-34,M,10,top,"(51,13)"
1121096,1178,144531,30-34,M,10,top,"(55,6)"
1121096,1178,144531,30-34,M,10,top,"(50,14)"
1121096,1178,144531,30-34,M,10,top,"(58,13)"
1121096,1178,144531,30-34,M,10,top,"(60,16)"
1121096,1178,144531,30-34,M,10,top,"(45,11)"
1121096,1178,144531,30-34,M,10,top,"(57,10)"
1121096,1178,144531,30-34,M,10,top,"(42,13)"
1121096,1178,144531,30-34,M,10,top,"(58,12)"
1121096,1178,144531,30-34,M,10,top,"(42,15)"
1121096,1178,144531,30-34,M,10,top,"(48,11)"
1121096,1178,144531,30-34,M,10,top,"(37,12)"
1121096,1178,144531,30-34,M,10,top,"(50,15)"
1121096,1178,144531,30-34,M,10,top,"(55,10)"
1121096,1178,144531,30-34,M,10,top,"(53,10)"
1121096,1178,144531,30-34,M,10,top,"(62,13)"
1121096,1178,144531,30-34,M,10,top,"(47,11)"
1121096,1178,144531,30-34,M,10,top,"(41,12)"
1121096,1178,144531,30-34,M,10,top,"(53,13)"
1121096,1178,144531,30-34,M,10,top,"(39,14)"
1121096,1178,144531,30-34,M,10,top,"(46,14)"
1121096,1178,144531,30-34,M,10,top,"(59,14)"
1121096,1178,144531,30-34,M,10,top,"(64,10)"
1121096,1178,144531,30-34,M,10,top,"(37,18)"
1121096,1178,144531,30-34,M,10,top,"(61,14)"
1121096,1178,144531,30-34,M,10,top,"(36,13)"
1121096,1178,144531,30-34,M,10,top,"(40,15)"
1121096,1178,144531,30-34,M,10,top,"(57,10)"
1121096,1178,144531,30-34,M,10,top,"(42,15)"
1121096,1178,144531,30-34,M,10,top,"(44,12)"
1121096,1178,144531,30-34,M,10,top,"(54,13)"
1121096,1178,144531,30-34,M,10,top,"(54,10)"
1121096,1178,144531,30-34,M,10,top,"(52,12)"
1121096,1178,144531,30-34,M,10,top,"(66,13)"
1121096,1178,144531,30-34,M,10,top,"(48,13)"
1121096,1178,144531,30-34,M,10,top,"(48,11)"
1121096,1178,144531,30-34,M,10,top,"(52,13)"
1121096,1178,144531,30-34,M,10,top,"(44,11)"
1121096,1178,144531,30-34,M,10,top,"(51,15)"
1121096,1178,144531,30-34,M,10,top,"(45,15)"
1121096,1178,144531,30-34,M,10,top,"(59,10)"
1121096,1178,144531,30-34,M,10,top,"(51,13)"
1121096,1178,144531,30-34,M,10,top,"(49,10)"
1121096,1178,144531,30-34,M,10,top,"(50,9)"
1121096,1178,144531,30-34,M,10,top,"(36,12)"
1121096,1178,144531,30-34,M,10,top,"(40,11)"
1121096,1178,144531,30-34,M,10,top,"(32,10)"
1121096,1178,144531,30-34,M,10,top,"(51,12)"
1121096,1178,144531,30-34,M,10,top,"(50,14)"
1121096,1178,144531,30-34,M,10,top,"(49,13)"
1121097,1178,144532,30-34,M,15,top,"(56,10)"
1121098,1178,144532,30-34,M,15,top,"(29,10)"
1121098,1178,144532,30-34,M,15,top,"(46,12)"
1121098,1178,144532,30-34,M,15,top,"(51,15)"
1121098,1178,144532,30-34,M,15,top,"(41,14)"
1121098,1178,144532,30-34,M,15,top,"(52,11)"
1121098,1178,144532,30-34,M,15,top,"(43,13)"
1121098,1178,144532,30-34,M,15,top,"(44,17)"
1121098,1178,144532,30-34,M,15,top,"(40,12)"
1121098,1178,144532,30-34,M,15,top,"(36,13)"
1121098,1178,144532,30-34,M,15,top,"(47,11)"
1121098,1178,144532,30-34,M,15,top,"(56,14)"
1121098,1178,144532,30-34,M,15,top,"(51,10)"
1121098,1178,144532,30-34,M,15,top,"(57,11)"
1121098,1178,144532,30-34,M,15,top,"(44,12)"
1121098,1178,144532,30-34,M,15,top,"(30,12)"
1121098,1178,144532,30-34,M,15,top,"(64,14)"
1121098,1178,144532,30-34,M,15,top,"(36,10)"
1121098,1178,144532,30-34,M,15,top,"(54,11)"
1121098,1178,144532,30-34,M,15,top,"(47,13)"
1121098,1178,144532,30-34,M,15,top,"(72,10)"
1121098,1178,144532,30-34,M,15,top,"(37,15)"
1121098,1178,144532,30-34,M,15,top,"(43,14)"
1121098,1178,144532,30-34,M,15,top,"(48,12)"
1121098,1178,144532,30-34,M,15,top,"(35,15)"
1121098,1178,144532,30-34,M,15,top,"(56,13)"
1121098,1178,144532,30-34,M,15,top,"(54,16)"
1121098,1178,144532,30-34,M,15,top,"(43,10)"
1121098,1178,144532,30-34,M,15,top,"(49,12)"
1121098,1178,144532,30-34,M,15,top,"(32,10)"
1121098,1178,144532,30-34,M,15,top,"(39,11)"
1121098,1178,144532,30-34,M,15,top,"(43,11)"
1121098,1178,144532,30-34,M,15,top,"(53,14)"
1121098,1178,144532,30-34,M,15,top,"(43,14)"
1121098,1178,144532,30-34,M,15,top,"(54,14)"
1121098,1178,144532,30-34,M,15,top,"(54,13)"
1121098,1178,144532,30-34,M,15,top,"(47,11)"
1121098,1178,144532,30-34,M,15,top,"(46,12)"
1121098,1178,144532,30-34,M,15,top,"(64,13)"
1121098,1178,144532,30-34,M,15,top,"(47,10)"
1121098,1178,144532,30-34,M,15,top,"(45,13)"
1121098,1178,144532,30-34,M,15,top,"(38,13)"
1121098,1178,144532,30-34,M,15,top,"(62,15)"
1121098,1178,144532,30-34,M,15,top,"(44,13)"
1121098,1178,144532,30-34,M,15,top,"(49,11)"
1121098,1178,144532,30-34,M,15,top,"(54,15)"
1121098,1178,144532,30-34,M,15,top,"(55,13)"
1121098,1178,144532,30-34,M,15,top,"(54,9)"
1121098,1178,144532,30-34,M,15,top,"(54,14)"
1121098,1178,144532,30-34,M,15,top,"(61,11)"
1121098,1178,144532,30-34,M,15,top,"(62,13)"
1121098,1178,144532,30-34,M,15,top,"(41,14)"
1121098,1178,144532,30-34,M,15,top,"(43,13)"
1121098,1178,144532,30-34,M,15,top,"(61,11)"
1121098,1178,144532,30-34,M,15,top,"(65,12)"
1121098,1178,144532,30-34,M,15,top,"(54,13)"
1121098,1178,144532,30-34,M,15,top,"(47,12)"
1121098,1178,144532,30-34,M,15,top,"(47,13)"
1121098,1178,144532,30-34,M,15,top,"(46,12)"
1121098,1178,144532,30-34,M,15,top,"(40,13)"
1121098,1178,144532,30-34,M,15,top,"(44,11)"
1121098,1178,144532,30-34,M,15,top,"(60,12)"
1121098,1178,144532,30-34,M,15,top,"(39,13)"
1121098,1178,144532,30-34,M,15,top,"(47,11)"
1121098,1178,144532,30-34,M,15,top,"(55,13)"
1121098,1178,144532,30-34,M,15,top,"(50,12)"
1121098,1178,144532,30-34,M,15,top,"(62,14)"
1121098,1178,144532,30-34,M,15,top,"(60,10)"
1121098,1178,144532,30-34,M,15,top,"(53,11)"
1121098,1178,144532,30-34,M,15,top,"(25,10)"
1121098,1178,144532,30-34,M,15,top,"(41,13)"
1121098,1178,144532,30-34,M,15,top,"(40,14)"
1121098,1178,144532,30-34,M,15,top,"(40,15)"
1121098,1178,144532,30-34,M,15,top,"(37,11)"
1121098,1178,144532,30-34,M,15,top,"(18,13)"
1121098,1178,144532,30-34,M,15,top,"(61,14)"
1121098,1178,144532,30-34,M,15,top,"(48,14)"
1121098,1178,144532,30-34,M,15,top,"(47,13)"
1121098,1178,144532,30-34,M,15,top,"(36,11)"
1121098,1178,144532,30-34,M,15,top,"(42,10)"
1121098,1178,144532,30-34,M,15,top,"(33,14)"
1121098,1178,144532,30-34,M,15,top,"(39,12)"
1121098,1178,144532,30-34,M,15,top,"(53,10)"
1121098,1178,144532,30-34,M,15,top,"(35,10)"
1121098,1178,144532,30-34,M,15,top,"(41,12)"
1121098,1178,144532,30-34,M,15,top,"(59,12)"
1121098,1178,144532,30-34,M,15,top,"(35,11)"
1121098,1178,144532,30-34,M,15,top,"(40,10)"
1121098,1178,144532,30-34,M,15,top,"(37,11)"
1121098,1178,144532,30-34,M,15,top,"(22,13)"
1121098,1178,144532,30-34,M,15,top,"(27,10)"
1121098,1178,144532,30-34,M,15,top,"(48,14)"
1121098,1178,144532,30-34,M,15,top,"(50,12)"
1121098,1178,144532,30-34,M,15,top,"(35,10)"
1121098,1178,144532,30-34,M,15,top,"(58,13)"
1121098,1178,144532,30-34,M,15,top,"(48,11)"
1121098,1178,144532,30-34,M,15,top,"(50,12)"
1121098,1178,144532,30-34,M,15,top,"(54,10)"
1121098,1178,144532,30-34,M,15,top,"(52,14)"
1121098,1178,144532,30-34,M,15,top,"(54,12)"
1121098,1178,144532,30-34,M,15,top,"(41,12)"
1121098,1178,144532,30-34,M,15,top,"(43,12)"
1121098,1178,144532,30-34,M,15,top,"(55,13)"
1121098,1178,144532,30-34,M,15,top,"(48,14)"
1121098,1178,144532,30-34,M,15,top,"(51,12)"
1121098,1178,144532,30-34,M,15,top,"(37,14)"
1121098,1178,144532,30-34,M,15,top,"(29,10)"
1121098,1178,144532,30-34,M,15,top,"(47,14)"
1121098,1178,144532,30-34,M,15,top,"(56,14)"
1121098,1178,144532,30-34,M,15,top,"(46,14)"
1121098,1178,144532,30-34,M,15,top,"(47,11)"
1121098,1178,144532,30-34,M,15,top,"(44,16)"
1121098,1178,144532,30-34,M,15,top,"(57,13)"
1121098,1178,144532,30-34,M,15,top,"(48,16)"
1121098,1178,144532,30-34,M,15,top,"(36,15)"
1121098,1178,144532,30-34,M,15,top,"(35,10)"
1121098,1178,144532,30-34,M,15,top,"(59,14)"
1121098,1178,144532,30-34,M,15,top,"(47,16)"
1121098,1178,144532,30-34,M,15,top,"(43,15)"
1121098,1178,144532,30-34,M,15,top,"(64,10)"
1121098,1178,144532,30-34,M,15,top,"(49,13)"
1121098,1178,144532,30-34,M,15,top,"(48,12)"
1121098,1178,144532,30-34,M,15,top,"(65,9)"
1121098,1178,144532,30-34,M,15,top,"(36,13)"
1121100,1178,144532,30-34,M,15,top,"(46,12)"
1121100,1178,144532,30-34,M,15,top,"(44,13)"
1121100,1178,144532,30-34,M,15,top,"(32,10)"
1121100,1178,144532,30-34,M,15,top,"(44,14)"
1121100,1178,144532,30-34,M,15,top,"(56,10)"
1121100,1178,144532,30-34,M,15,top,"(43,11)"
1121100,1178,144532,30-34,M,15,top,"(35,6)"
1121100,1178,144532,30-34,M,15,top,"(47,11)"
1121100,1178,144532,30-34,M,15,top,"(46,10)"
1121100,1178,144532,30-34,M,15,top,"(39,11)"
1121100,1178,144532,30-34,M,15,top,"(53,9)"
1121100,1178,144532,30-34,M,15,top,"(42,11)"
1121100,1178,144532,30-34,M,15,top,"(42,14)"
1121100,1178,144532,30-34,M,15,top,"(56,10)"
1121100,1178,144532,30-34,M,15,top,"(41,13)"
1121100,1178,144532,30-34,M,15,top,"(50,12)"
1121100,1178,144532,30-34,M,15,top,"(49,10)"
1121100,1178,144532,30-34,M,15,top,"(43,10)"
1121100,1178,144532,30-34,M,15,top,"(44,13)"
1121100,1178,144532,30-34,M,15,top,"(45,12)"
1121100,1178,144532,30-34,M,15,top,"(56,12)"
1121100,1178,144532,30-34,M,15,top,"(52,13)"
1121100,1178,144532,30-34,M,15,top,"(49,10)"
1121100,1178,144532,30-34,M,15,top,"(49,13)"
1121100,1178,144532,30-34,M,15,top,"(61,11)"
1121100,1178,144532,30-34,M,15,top,"(40,12)"
1121100,1178,144532,30-34,M,15,top,"(50,10)"
1121100,1178,144532,30-34,M,15,top,"(41,15)"
1121100,1178,144532,30-34,M,15,top,"(49,13)"
1121100,1178,144532,30-34,M,15,top,"(69,13)"
1121100,1178,144532,30-34,M,15,top,"(40,13)"
1121100,1178,144532,30-34,M,15,top,"(38,9)"
1121100,1178,144532,30-34,M,15,top,"(48,11)"
1121100,1178,144532,30-34,M,15,top,"(40,14)"
1121100,1178,144532,30-34,M,15,top,"(50,15)"
1121100,1178,144532,30-34,M,15,top,"(48,12)"
1121100,1178,144532,30-34,M,15,top,"(47,14)"
1121100,1178,144532,30-34,M,15,top,"(53,12)"
1121100,1178,144532,30-34,M,15,top,"(36,14)"
1121100,1178,144532,30-34,M,15,top,"(60,11)"
1121100,1178,144532,30-34,M,15,top,"(55,13)"
1121100,1178,144532,30-34,M,15,top,"(54,12)"
1121100,1178,144532,30-34,M,15,top,"(31,13)"
1121100,1178,144532,30-34,M,15,top,"(44,11)"
1121100,1178,144532,30-34,M,15,top,"(68,11)"
1121100,1178,144532,30-34,M,15,top,"(40,10)"
1121100,1178,144532,30-34,M,15,top,"(34,12)"
1121100,1178,144532,30-34,M,15,top,"(66,14)"
1121100,1178,144532,30-34,M,15,top,"(49,14)"
1121100,1178,144532,30-34,M,15,top,"(51,10)"
1121100,1178,144532,30-34,M,15,top,"(47,13)"
1121100,1178,144532,30-34,M,15,top,"(49,11)"
1121100,1178,144532,30-34,M,15,top,"(53,12)"
1121100,1178,144532,30-34,M,15,top,"(51,12)"
1121100,1178,144532,30-34,M,15,top,"(45,11)"
1121100,1178,144532,30-34,M,15,top,"(58,6)"
1121100,1178,144532,30-34,M,15,top,"(51,15)"
1121100,1178,144532,30-34,M,15,top,"(26,12)"
1121100,1178,144532,30-34,M,15,top,"(42,13)"
1121100,1178,144532,30-34,M,15,top,"(47,12)"
1121100,1178,144532,30-34,M,15,top,"(54,12)"
1121100,1178,144532,30-34,M,15,top,"(52,11)"
1121100,1178,144532,30-34,M,15,top,"(50,13)"
1121100,1178,144532,30-34,M,15,top,"(45,11)"
1121100,1178,144532,30-34,M,15,top,"(46,12)"
1121100,1178,144532,30-34,M,15,top,"(35,12)"
1121100,1178,144532,30-34,M,15,top,"(49,11)"
1121100,1178,144532,30-34,M,15,top,"(48,11)"
1121100,1178,144532,30-34,M,15,top,"(53,11)"
1121100,1178,144532,30-34,M,15,top,"(63,13)"
1121100,1178,144532,30-34,M,15,top,"(64,10)"
1121100,1178,144532,30-34,M,15,top,"(45,11)"
1121100,1178,144532,30-34,M,15,top,"(50,11)"
1121100,1178,144532,30-34,M,15,top,"(45,11)"
1121100,1178,144532,30-34,M,15,top,"(48,14)"
1121100,1178,144532,30-34,M,15,top,"(29,12)"
1121100,1178,144532,30-34,M,15,top,"(48,10)"
1121100,1178,144532,30-34,M,15,top,"(41,14)"
1121100,1178,144532,30-34,M,15,top,"(40,10)"
1121100,1178,144532,30-34,M,15,top,"(55,10)"
1121100,1178,144532,30-34,M,15,top,"(42,10)"
1121100,1178,144532,30-34,M,15,top,"(44,11)"
1121100,1178,144532,30-34,M,15,top,"(47,12)"
1121100,1178,144532,30-34,M,15,top,"(38,12)"
1121100,1178,144532,30-34,M,15,top,"(65,14)"
1121100,1178,144532,30-34,M,15,top,"(33,12)"
1121100,1178,144532,30-34,M,15,top,"(42,11)"
1121100,1178,144532,30-34,M,15,top,"(41,11)"
1121100,1178,144532,30-34,M,15,top,"(37,10)"
1121100,1178,144532,30-34,M,15,top,"(48,9)"
1121100,1178,144532,30-34,M,15,top,"(41,10)"
1121100,1178,144532,30-34,M,15,top,"(31,10)"
1121100,1178,144532,30-34,M,15,top,"(47,9)"
1121100,1178,144532,30-34,M,15,top,"(59,11)"
1121100,1178,144532,30-34,M,15,top,"(32,12)"
1121100,1178,144532,30-34,M,15,top,"(32,16)"
1121100,1178,144532,30-34,M,15,top,"(52,12)"
1121100,1178,144532,30-34,M,15,top,"(48,12)"
1121100,1178,144532,30-34,M,15,top,"(44,10)"
1121100,1178,144532,30-34,M,15,top,"(45,11)"
1121100,1178,144532,30-34,M,15,top,"(57,13)"
1121100,1178,144532,30-34,M,15,top,"(64,13)"
1121100,1178,144532,30-34,M,15,top,"(53,10)"
1121100,1178,144532,30-34,M,15,top,"(44,13)"
1121100,1178,144532,30-34,M,15,top,"(42,10)"
1121100,1178,144532,30-34,M,15,top,"(54,11)"
1121100,1178,144532,30-34,M,15,top,"(65,14)"
1121100,1178,144532,30-34,M,15,top,"(43,10)"
1121100,1178,144532,30-34,M,15,top,"(42,12)"
1121100,1178,144532,30-34,M,15,top,"(48,13)"
1121100,1178,144532,30-34,M,15,top,"(42,11)"
1121100,1178,144532,30-34,M,15,top,"(45,15)"
1121100,1178,144532,30-34,M,15,top,"(50,10)"
1121100,1178,144532,30-34,M,15,top,"(68,15)"
1121100,1178,144532,30-34,M,15,top,"(69,10)"
1121100,1178,144532,30-34,M,15,top,"(49,15)"
1121100,1178,144532,30-34,M,15,top,"(39,12)"
1121100,1178,144532,30-34,M,15,top,"(45,13)"
1121100,1178,144532,30-34,M,15,top,"(50,11)"
1121100,1178,144532,30-34,M,15,top,"(58,15)"
1121100,1178,144532,30-34,M,15,top,"(35,13)"
1121100,1178,144532,30-34,M,15,top,"(35,11)"
1121100,1178,144532,30-34,M,15,top,"(51,12)"
1121100,1178,144532,30-34,M,15,top,"(54,14)"
1121100,1178,144532,30-34,M,15,top,"(32,13)"
1121100,1178,144532,30-34,M,15,top,"(39,11)"
1121100,1178,144532,30-34,M,15,top,"(46,13)"
1121100,1178,144532,30-34,M,15,top,"(42,9)"
1121100,1178,144532,30-34,M,15,top,"(34,13)"
1121100,1178,144532,30-34,M,15,top,"(46,13)"
1121100,1178,144532,30-34,M,15,top,"(47,11)"
1121100,1178,144532,30-34,M,15,top,"(39,12)"
1121100,1178,144532,30-34,M,15,top,"(59,12)"
1121100,1178,144532,30-34,M,15,top,"(49,12)"
1121100,1178,144532,30-34,M,15,top,"(57,12)"
1121100,1178,144532,30-34,M,15,top,"(23,12)"
1121100,1178,144532,30-34,M,15,top,"(74,12)"
1121100,1178,144532,30-34,M,15,top,"(41,9)"
1121100,1178,144532,30-34,M,15,top,"(47,14)"
1121100,1178,144532,30-34,M,15,top,"(48,12)"
1121100,1178,144532,30-34,M,15,top,"(45,8)"
1121100,1178,144532,30-34,M,15,top,"(40,10)"
1121100,1178,144532,30-34,M,15,top,"(46,14)"
1121100,1178,144532,30-34,M,15,top,"(60,12)"
1121100,1178,144532,30-34,M,15,top,"(35,14)"
1121100,1178,144532,30-34,M,15,top,"(40,14)"
1121100,1178,144532,30-34,M,15,top,"(52,13)"
1121100,1178,144532,30-34,M,15,top,"(42,17)"
1121100,1178,144532,30-34,M,15,top,"(55,13)"
1121100,1178,144532,30-34,M,15,top,"(51,13)"
1121100,1178,144532,30-34,M,15,top,"(35,10)"
1121100,1178,144532,30-34,M,15,top,"(47,8)"
1121100,1178,144532,30-34,M,15,top,"(49,12)"
1121100,1178,144532,30-34,M,15,top,"(56,10)"
1121100,1178,144532,30-34,M,15,top,"(69,10)"
1121100,1178,144532,30-34,M,15,top,"(37,13)"
1121100,1178,144532,30-34,M,15,top,"(61,12)"
1121100,1178,144532,30-34,M,15,top,"(53,10)"
1121100,1178,144532,30-34,M,15,top,"(53,12)"
1121100,1178,144532,30-34,M,15,top,"(38,13)"
1121100,1178,144532,30-34,M,15,top,"(36,11)"
1121100,1178,144532,30-34,M,15,top,"(54,10)"
1121100,1178,144532,30-34,M,15,top,"(41,14)"
1121100,1178,144532,30-34,M,15,top,"(50,15)"
1121100,1178,144532,30-34,M,15,top,"(49,15)"
1121100,1178,144532,30-34,M,15,top,"(45,12)"
1121100,1178,144532,30-34,M,15,top,"(42,11)"
1121100,1178,144532,30-34,M,15,top,"(56,10)"
1121100,1178,144532,30-34,M,15,top,"(56,12)"
1121100,1178,144532,30-34,M,15,top,"(50,14)"
1121100,1178,144532,30-34,M,15,top,"(53,16)"
1121100,1178,144532,30-34,M,15,top,"(54,11)"
1121100,1178,144532,30-34,M,15,top,"(48,12)"
1121100,1178,144532,30-34,M,15,top,"(44,14)"
1121100,1178,144532,30-34,M,15,top,"(53,10)"
1121100,1178,144532,30-34,M,15,top,"(69,11)"
1121100,1178,144532,30-34,M,15,top,"(50,13)"
1121100,1178,144532,30-34,M,15,top,"(63,10)"
1121100,1178,144532,30-34,M,15,top,"(65,15)"
1121100,1178,144532,30-34,M,15,top,"(46,9)"
1121100,1178,144532,30-34,M,15,top,"(60,11)"
1121100,1178,144532,30-34,M,15,top,"(54,10)"
1121100,1178,144532,30-34,M,15,top,"(58,11)"
1121100,1178,144532,30-34,M,15,top,"(41,13)"
1121100,1178,144532,30-34,M,15,top,"(33,10)"
1121100,1178,144532,30-34,M,15,top,"(28,13)"
1121100,1178,144532,30-34,M,15,top,"(37,10)"
1121100,1178,144532,30-34,M,15,top,"(48,9)"
1121100,1178,144532,30-34,M,15,top,"(43,11)"
1121100,1178,144532,30-34,M,15,top,"(43,11)"
1121100,1178,144532,30-34,M,15,top,"(32,14)"
1121100,1178,144532,30-34,M,15,top,"(56,13)"
1121100,1178,144532,30-34,M,15,top,"(35,13)"
1121100,1178,144532,30-34,M,15,top,"(50,14)"
1121100,1178,144532,30-34,M,15,top,"(35,10)"
1121100,1178,144532,30-34,M,15,top,"(57,11)"
1121100,1178,144532,30-34,M,15,top,"(46,10)"
1121100,1178,144532,30-34,M,15,top,"(67,11)"
1121100,1178,144532,30-34,M,15,top,"(43,10)"
1121100,1178,144532,30-34,M,15,top,"(45,15)"
1121100,1178,144532,30-34,M,15,top,"(53,12)"
1121100,1178,144532,30-34,M,15,top,"(58,13)"
1121100,1178,144532,30-34,M,15,top,"(34,7)"
1121100,1178,144532,30-34,M,15,top,"(39,10)"
1121100,1178,144532,30-34,M,15,top,"(68,14)"
1121100,1178,144532,30-34,M,15,top,"(50,10)"
1121100,1178,144532,30-34,M,15,top,"(43,14)"
1121100,1178,144532,30-34,M,15,top,"(39,14)"
1121100,1178,144532,30-34,M,15,top,"(60,13)"
1121100,1178,144532,30-34,M,15,top,"(53,10)"
1121100,1178,144532,30-34,M,15,top,"(47,12)"
1121100,1178,144532,30-34,M,15,top,"(52,15)"
1121100,1178,144532,30-34,M,15,top,"(22,13)"
1121100,1178,144532,30-34,M,15,top,"(50,12)"
1121100,1178,144532,30-34,M,15,top,"(61,10)"
1121100,1178,144532,30-34,M,15,top,"(36,10)"
1121100,1178,144532,30-34,M,15,top,"(56,11)"
1121100,1178,144532,30-34,M,15,top,"(47,13)"
1121100,1178,144532,30-34,M,15,top,"(53,10)"
1121100,1178,144532,30-34,M,15,top,"(46,12)"
1121100,1178,144532,30-34,M,15,top,"(45,11)"
1121100,1178,144532,30-34,M,15,top,"(55,10)"
1121100,1178,144532,30-34,M,15,top,"(48,10)"
1121100,1178,144532,30-34,M,15,top,"(32,12)"
1121100,1178,144532,30-34,M,15,top,"(52,12)"
1121100,1178,144532,30-34,M,15,top,"(69,11)"
1121100,1178,144532,30-34,M,15,top,"(54,13)"
1121100,1178,144532,30-34,M,15,top,"(44,11)"
